101,236
522,95
35,923
343,955
599,34
10,987
774,234
723,659
43,71
439,611
67,518
37,427
813,87
618,373
431,892
832,952
450,541
506,278
900,272
349,888
811,323
430,608
197,392
941,495
37,442
392,110
421,651
903,507
871,936
593,612
110,29
133,247
862,370
839,66
479,661
445,659
264,968
346,209
393,766
917,447
861,269
333,912
218,483
444,451
690,922
631,793
6,273
469,142
335,115
189,975
651,463
414,331
731,49
567,426
242,488
685,191
430,706
766,724
506,835
785,227
163,607
119,270
370,935
99,453
439,797
119,873
934,102
604,437
902,624
836,478
214,6
380,852
572,501
767,603
953,261
44,429
0,549
545,978
559,800
846,704
619,944
366,643
86,521
976,260
948,763
930,533
506,652
26,733
370,236
886,675
770,492
569,476
643,355
47,378
174,741
94,402
799,119
686,471
643,337
579,734
353,889
673,723
369,314
453,318
644,799
897,586
675,786
43,938
293,817
631,480
729,118
122,38
138,455
151,563
27,239
413,997
429,123
437,322
83,266
782,333
484,863
632,332
663,100
943,890
177,466
529,427
798,679
614,39
915,778
321,946
215,186
378,648
964,528
232,697
186,878
339,549
372,348
511,887
696,845
855,104
609,705
913,112
56,137
537,137
225,929
278,860
2,196
280,404
144,36
832,757
403,583
188,527
235,515
667,831
430,246
30,280
764,447
572,29
659,531
793,975
742,55
85,276
585,394
900,339
63,274
731,261
463,956
534,645
286,343
743,563
534,401
992,73
752,359
63,244
535,697
133,897
361,225
177,997
471,116
53,645
998,698
926,691
493,170
52,146
248,26
305,123
149,488
770,662
822,174
884,569
374,29
865,924
546,813
253,830
172,654
978,889
258,45
121,966
698,465
484,518
97,694
117,585
443,247
425,893
871,935
484,451
813,832
887,207
905,642
960,270
783,2
624,870
41,528
730,286
875,505
658,929
728,602
124,32
646,95
679,750
159,848
271,437
485,157
805,634
348,160
846,302
403,622
364,727
434,341
756,714
962,533
312,922
882,408
213,83
630,804
771,891
811,361
628,964
184,332
284,532
585,178
746,217
304,94
411,751
480,479
210,699
590,559
909,928
910,319
657,538
807,671
836,894
174,633
914,74
591,809
227,922
950,999
725,219
220,152
310,593
721,176
780,126
262,759
690,127
196,922
597,20
960,345
215,816
39,743
504,625
528,237
112,116
846,299
213,76
366,191
5,238
611,255
331,961
403,537
462,636
273,358
702,198
801,871
627,934
723,730
224,681
884,701
923,280
788,853
536,354
292,795
398,9
265,101
891,11
131,837
85,677
125,514
388,518
74,488
198,6
671,760
156,532
946,926
905,381
542,629
279,367
905,264
604,98
688,911
914,580
435,715
971,706
270,968
973,107
147,479
508,831
8,521
865,834
470,378
313,755
150,362
531,178
206,277
712,546
61,585
850,498
782,186
787,306
837,21
226,665
608,823
437,60
648,685
499,237
613,0
689,564
643,708
954,662
817,649
445,228
615,624
21,853
694,406
745,18
692,59
199,472
972,454
467,342
551,961
426,652
850,324
364,495
346,71
990,303
12,977
30,871
493,695
484,553
942,994
683,448
378,165
872,592
278,526
649,443
610,172
545,161
450,190
269,595
146,777
30,98
884,358
454,773
788,733
449,361
352,8
849,930
504,540
571,550
272,304
296,525
960,44
412,912
680,61
247,375
176,103
862,121
724,298
970,596
262,143
759,611
620,602
445,840
233,931
731,737
869,4
781,715
101,741
469,318
213,878
819,858
280,527
784,319
148,239
831,608
253,451
700,6
612,87
221,997
893,69
797,462
473,380
345,743
967,498
857,643
858,288
931,717
952,601
92,595
587,843
408,250
811,854
238,842
700,74
730,966
233,123
53,870
197,241
243,674
236,188
813,145
201,589
392,420
857,53
938,470
257,346
58,921
547,99
102,522
586,204
392,644
635,651
46,115
418,925
226,394
115,749
459,401
397,860
191,950
692,396
277,740
291,611
81,619
842,451
333,669
800,248
314,993
384,458
221,573
198,178
417,956
901,197
991,975
16,613
569,661
417,17
809,774
515,558
274,374
761,718
354,357
690,383
919,453
817,377
882,357
303,340
56,990
410,179
12,94
862,288
949,72
728,861
998,824
749,953
484,497
53,501
879,282
742,171
690,746
713,437
171,125
403,432
994,56
310,630
64,749
806,939
87,170
486,747
47,94
846,384
420,233
364,343
502,812
192,460
852,888
147,436
506,93
775,564
858,727
491,506
720,808
542,344
795,435
88,829
875,355
391,520
614,433
387,15
736,777
684,380
408,497
336,959
224,478
370,3
433,677
154,682
108,989
768,954
605,743
927,408
527,649
965,276
245,750
10,437
166,748
723,434
448,782
634,168
889,580
796,989
725,6
862,823
531,372
448,606
491,596
925,204
863,764
174,760
588,332
563,316
362,574
363,742
612,37
24,656
818,749
504,897
351,791
833,788
916,72
972,421
243,867
161,927
640,904
108,543
233,909
269,846
446,134
929,771
199,266
763,792
906,65
946,590
194,626
76,420
560,398
26,768
127,178
751,303
744,510
476,93
649,51
162,755
450,353
889,31
717,483
172,789
801,653
288,969
343,639
615,88
207,240
660,669
402,851
702,87
938,773
257,62
890,504
105,80
364,12
897,472
514,490
27,415
391,31
543,375
442,75
384,282
557,974
438,797
100,57
516,695
139,965
670,1
864,31
16,913
467,321
200,877
532,89
415,272
463,586
424,232
475,709
131,498
281,411
272,667
227,697
638,142
521,345
826,564
199,709
362,523
985,651
882,399
867,646
953,206
348,744
836,594
568,618
292,293
492,586
48,139
692,238
20,532
282,257
973,168
547,236
231,397
81,612
258,28
95,610
601,191
293,52
388,213
169,938
633,925
102,957
877,673
184,65
730,555
280,813
348,119
56,33
273,223
416,189
130,264
485,707
196,712
684,954
163,978
231,489
516,956
641,347
646,747
938,964
458,697
624,499
675,141
671,159
773,571
121,458
97,413
710,29
225,658
927,960
568,958
149,19
148,70
528,930
563,672
833,646
42,723
879,444
613,254
387,57
461,473
572,543
720,703
698,382
57,563
346,250
273,365
815,57
937,468
780,60
481,879
251,145
804,396
541,282
27,422
201,78
206,447
830,980
972,436
887,81
305,191
521,729
819,776
253,607
179,531
739,570
348,184
968,982
418,358
776,704
626,197
509,493
939,440
774,27
358,942
654,532
827,494
20,801
867,512
504,514
795,289
133,882
945,140
904,657
862,522
292,979
292,448
935,366
533,702
844,486
745,450
617,103
473,35
785,3
160,829
251,976
796,207
825,830
469,263
781,824
783,678
140,334
583,939
615,244
572,957
38,593
209,427
928,861
199,802
595,207
28,986
73,693
622,335
940,89
919,273
753,47
909,457
540,634
361,493
699,575
310,630
813,217
429,718
813,423
108,674
542,770
568,375
81,200
512,836
80,9
28,277
309,921
998,377
609,512
481,872
599,519
968,47
927,629
640,154
41,275
876,985
490,14
747,551
55,120
691,772
987,568
429,658
454,535
187,934
528,510
766,440
201,146
157,373
388,608
896,704
127,210
992,852
833,705
871,57
835,206
137,646
405,456
843,585
535,838
145,117
49,425
551,914
822,740
350,877
389,679
175,897
882,120
343,714
287,686
690,751
721,24
976,871
287,831
384,944
637,470
999,413
855,346
886,3
941,7
945,574
558,463
117,188
398,392
287,588
817,42
636,236
427,873
281,6
791,584
733,189
300,440
484,184
129,819
496,340
497,938
772,424
324,632
107,608
361,733
468,603
462,740
906,935
632,671
870,193
228,513
499,732
829,516
968,687
557,537
177,898
121,391
436,524
956,682
991,239
471,66
417,266
33,779
843,895
476,476
453,436
598,983
90,609
296,148
546,932
51,667
856,303
244,553
52,744
200,369
508,344
337,131
32,413
51,718
800,841
587,645
750,967
335,65
145,13
271,109
621,526
689,893
276,727
771,884
855,533
0,496
75,463
573,341
32,156
137,558
844,431
235,310
811,469
49,601
836,477
710,702
227,88
3,502
463,202
871,830
25,613
73,327
398,648
235,361
639,338
956,73
154,538
330,316
154,514
849,72
504,78
658,545
800,212
952,222
290,889
163,213
587,388
721,955
348,902
406,240
59,931
419,923
657,716
441,466
34,871
923,180
643,981
893,788
297,342
360,765
83,694
357,901
481,876
896,29
489,954
267,637
904,519
200,375
238,454
52,430
160,80
842,861
483,898
164,327
818,164
401,472
736,736
862,973
498,858
731,34
183,708
644,500
30,422
434,717
772,601
257,601
462,646
377,7
668,743
805,943
442,212
477,514
943,676
830,579
198,422
796,165
882,166
502,165
339,247
844,162
878,468
476,177
351,345
672,596
532,664
596,857
133,922
473,358
234,396
831,62
931,764
734,300
970,610
960,153
781,653
207,749
556,837
319,493
692,538
